,Family,Father,Mother,Gender,Height,Kids
697,162,67.0,65.0,F,65.0,6
698,162,67.0,65.0,F,64.5,6
699,162,67.0,65.0,F,63.5,6
700,163,67.0,65.5,M,70.0,5
701,163,67.0,65.5,M,69.0,5
702,163,67.0,65.5,F,65.5,5
703,163,67.0,65.5,F,65.5,5
704,163,67.0,65.5,F,63.0,5
705,164,67.0,65.5,M,70.0,4
706,164,67.0,65.5,M,67.7,4
707,164,67.0,65.5,F,63.0,4
708,164,67.0,65.5,F,60.0,4
709,165,67.0,65.0,M,65.0,3
710,165,67.0,65.0,F,62.0,3
711,165,67.0,65.0,F,62.0,3
712,166,67.5,65.0,M,71.0,11
713,166,67.5,65.0,M,69.0,11
714,166,67.5,65.0,F,64.0,11
715,166,67.5,65.0,F,64.0,11
716,166,67.5,65.0,F,63.0,11
717,166,67.5,65.0,F,63.0,11
718,166,67.5,65.0,F,63.0,11
719,166,67.5,65.0,F,63.0,11
720,166,67.5,65.0,F,63.0,11
721,166,67.5,65.0,F,62.5,11
722,166,67.5,65.0,F,62.0,11
723,167,67.0,64.0,M,71.5,4
724,167,67.0,64.0,M,70.0,4
725,167,67.0,64.0,M,67.0,4
726,167,67.0,64.0,M,67.0,4
727,168,67.0,63.5,M,71.0,8
728,168,67.0,63.5,M,70.2,8
729,168,67.0,63.5,M,69.2,8
730,168,67.0,63.5,M,68.5,8
731,168,67.0,63.5,M,68.0,8
732,168,67.0,63.5,M,67.0,8
733,168,67.0,63.5,M,65.5,8
734,168,67.0,63.5,F,63.5,8
735,169,67.0,63.0,M,69.0,3
736,169,67.0,63.0,M,68.0,3
737,169,67.0,63.0,F,63.0,3
738,170,67.5,62.0,M,70.0,5
739,170,67.5,62.0,M,69.5,5
740,170,67.5,62.0,M,69.0,5
741,170,67.5,62.0,M,68.5,5
742,170,67.5,62.0,F,66.0,5
743,171,67.0,61.0,M,67.0,1
744,172,66.0,67.0,M,70.5,8
745,172,66.0,67.0,M,70.5,8
746,172,66.0,67.0,M,67.0,8
747,172,66.0,67.0,M,66.0,8
748,172,66.0,67.0,M,66.0,8
749,172,66.0,67.0,F,62.0,8
750,172,66.0,67.0,F,62.0,8
751,172,66.0,67.0,F,61.5,8
752,173,66.0,67.0,M,72.0,9
753,173,66.0,67.0,M,65.0,9
754,173,66.0,67.0,M,65.0,9
755,173,66.0,67.0,F,67.0,9
756,173,66.0,67.0,F,64.0,9
757,173,66.0,67.0,F,64.0,9
758,173,66.0,67.0,F,62.0,9
759,173,66.0,67.0,F,60.0,9
760,173,66.0,67.0,F,60.0,9
761,174,66.0,66.0,M,66.0,5
762,174,66.0,66.0,M,65.0,5
763,174,66.0,66.0,F,67.0,5
764,174,66.0,66.0,F,66.5,5
765,174,66.0,66.0,F,65.5,5
766,175,66.0,66.0,M,72.0,6
767,175,66.0,66.0,M,68.0,6
768,175,66.0,66.0,F,66.0,6
769,175,66.0,66.0,F,65.0,6
770,175,66.0,66.0,F,62.0,6
771,175,66.0,66.0,F,61.0,6
772,176,66.5,65.0,M,68.7,8
773,176,66.5,65.0,M,68.5,8
774,176,66.5,65.0,M,66.5,8
775,176,66.5,65.0,M,64.5,8
776,176,66.5,65.0,F,62.5,8
777,176,66.5,65.0,F,60.5,8
778,176,66.5,65.0,F,60.5,8
779,176,66.5,65.0,F,57.5,8
780,177,66.0,65.5,M,72.0,5
781,177,66.0,65.5,M,71.0,5
782,177,66.0,65.5,M,67.0,5
783,177,66.0,65.5,F,66.0,5
784,177,66.0,65.5,F,65.0,5
785,178,66.0,63.0,M,70.0,1
786,179,66.0,63.5,F,64.5,2
787,179,66.0,63.5,F,62.0,2
788,180,66.5,63.0,M,67.2,6
789,180,66.5,63.0,M,67.0,6
790,180,66.5,63.0,M,65.0,6
791,180,66.5,63.0,F,65.0,6
792,180,66.5,63.0,F,65.0,6
793,180,66.5,63.0,F,63.0,6
794,181,66.5,62.5,M,70.0,7
795,181,66.5,62.5,M,68.0,7
796,181,66.5,62.5,F,63.5,7
797,181,66.5,62.5,F,62.5,7
798,181,66.5,62.5,F,62.5,7
799,181,66.5,62.5,F,62.5,7
800,181,66.5,62.5,F,62.5,7
801,182,66.0,61.5,M,70.0,1
802,183,66.0,60.0,M,68.0,4
803,183,66.0,60.0,M,67.0,4
804,183,66.0,60.0,M,65.0,4
805,183,66.0,60.0,F,60.0,4
806,184,66.0,60.0,M,65.0,1
807,185,66.0,59.0,M,68.0,15
808,185,66.0,59.0,M,67.0,15
809,185,66.0,59.0,M,66.5,15
810,185,66.0,59.0,M,66.0,15
811,185,66.0,59.0,M,65.7,15
812,185,66.0,59.0,M,65.5,15
813,185,66.0,59.0,M,65.0,15
814,185,66.0,59.0,F,65.0,15
815,185,66.0,59.0,F,64.0,15
816,185,66.0,59.0,F,63.0,15
817,185,66.0,59.0,F,62.0,15
818,185,66.0,59.0,F,61.0,15
819,185,66.0,59.0,F,60.0,15
820,185,66.0,59.0,F,58.0,15
821,185,66.0,59.0,F,57.0,15
822,186,65.0,67.0,M,66.5,4
823,186,65.0,67.0,M,66.0,4
824,186,65.0,67.0,M,66.0,4
825,186,65.0,67.0,F,65.0,4
826,187,65.0,67.0,F,63.0,1
827,188,65.0,66.0,M,63.0,4
828,188,65.0,66.0,F,63.0,4
829,188,65.0,66.0,F,63.0,4
830,188,65.0,66.0,F,60.0,4
831,190,65.0,65.0,M,69.0,9
832,190,65.0,65.0,M,68.0,9
833,190,65.0,65.0,M,68.0,9
834,190,65.0,65.0,F,65.0,9
835,190,65.0,65.0,F,65.0,9
836,190,65.0,65.0,F,62.0,9
837,190,65.0,65.0,F,62.0,9
838,190,65.0,65.0,F,61.0,9
839,190,65.0,65.0,F,59.0,9
840,191,65.0,65.5,M,70.7,2
841,191,65.0,65.5,F,65.5,2
842,192,65.0,65.0,M,69.2,6
843,192,65.0,65.0,M,69.0,6
844,192,65.0,65.0,M,68.0,6
845,192,65.0,65.0,M,67.7,6
846,192,65.0,65.0,F,64.5,6
847,192,65.0,65.0,F,60.5,6
848,193,65.0,64.0,M,67.0,6
849,193,65.0,64.0,M,67.0,6
850,193,65.0,64.0,F,64.0,6
851,193,65.0,64.0,F,64.0,6
852,193,65.0,64.0,F,62.5,6
853,193,65.0,64.0,F,60.5,6
854,194,65.0,63.0,M,70.0,2
855,194,65.0,63.0,F,63.0,2
856,195,65.0,63.0,M,66.0,3
857,195,65.0,63.0,M,66.0,3
858,195,65.0,63.0,F,63.0,3
859,196,65.5,63.0,M,71.0,4
860,196,65.5,63.0,M,71.0,4
861,196,65.5,63.0,M,69.0,4
862,196,65.5,63.0,F,63.5,4
863,197,65.5,60.0,M,68.0,5
864,197,65.5,60.0,M,68.0,5
865,197,65.5,60.0,M,67.0,5
866,197,65.5,60.0,M,67.0,5
867,197,65.5,60.0,F,62.0,5
868,198,64.0,64.0,M,71.5,7
869,198,64.0,64.0,M,68.0,7
870,198,64.0,64.0,F,65.5,7
871,198,64.0,64.0,F,64.0,7
872,198,64.0,64.0,F,62.0,7
873,198,64.0,64.0,F,62.0,7
874,198,64.0,64.0,F,61.0,7
875,199,64.0,64.0,M,70.5,7
876,199,64.0,64.0,M,68.0,7
877,199,64.0,64.0,F,67.0,7
878,199,64.0,64.0,F,65.0,7
879,199,64.0,64.0,F,64.0,7
880,199,64.0,64.0,F,64.0,7
881,199,64.0,64.0,F,60.0,7
882,200,64.0,63.0,M,64.5,1
883,201,64.0,60.0,M,66.0,2
884,201,64.0,60.0,F,60.0,2
885,203,62.0,66.0,M,64.0,3
886,203,62.0,66.0,F,62.0,3
887,203,62.0,66.0,F,61.0,3
888,204,62.5,63.0,M,66.5,2
889,204,62.5,63.0,F,57.0,2
890,205,68.5,65.0,M,72.0,8
891,205,68.5,65.0,M,70.5,8
892,205,68.5,65.0,M,68.7,8
893,205,68.5,65.0,M,68.5,8
894,205,68.5,65.0,M,67.7,8
895,205,68.5,65.0,F,64.0,8
896,205,68.5,65.0,F,63.5,8
897,205,68.5,65.0,F,63.0,8
